ticker,fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,reportTime
MSFT,2009-03-31,2009-04-23,0.39,0.39,0,0,post-market
MSFT,2009-06-30,2009-07-23,0.36,0.36,0,0,post-market
MSFT,2009-09-30,2009-10-23,0.4,0.32,0.08,25,pre-market
MSFT,2009-12-31,2010-01-28,0.74,0.59,0.15,25.4237,post-market
MSFT,2010-03-31,2010-04-22,0.45,0.42,0.03,7.1429,post-market
MSFT,2010-06-30,2010-07-22,0.51,0.46,0.05,10.8696,post-market
MSFT,2010-09-30,2010-10-28,0.62,0.55,0.07,12.7273,post-market
MSFT,2010-12-31,2011-01-27,0.77,0.68,0.09,13.2353,post-market
MSFT,2011-03-31,2011-04-28,0.61,0.56,0.05,8.9286,post-market
MSFT,2011-06-30,2011-07-21,0.69,0.58,0.11,18.9655,post-market
MSFT,2011-09-30,2011-10-20,0.68,0.68,0,0,post-market
MSFT,2011-12-31,2012-01-19,0.78,0.76,0.02,2.6316,post-market
MSFT,2012-03-31,2012-04-19,0.6,0.58,0.02,3.4483,post-market
MSFT,2012-06-30,2012-07-19,0.73,0.62,0.11,17.7419,post-market
MSFT,2012-09-30,2012-10-18,0.53,0.56,-0.03,-5.3571,post-market
MSFT,2012-12-31,2013-01-24,0.76,0.76,0,0,post-market
MSFT,2013-03-31,2013-04-18,0.72,0.67,0.05,7.4627,post-market
MSFT,2013-06-30,2013-07-18,0.66,0.74,-0.08,-10.8108,post-market
MSFT,2013-09-30,2013-10-24,0.62,0.54,0.08,14.8148,post-market
MSFT,2013-12-31,2014-01-23,0.78,0.68,0.1,14.7059,post-market
MSFT,2014-03-31,2014-04-24,0.68,0.63,0.05,7.9365,post-market
MSFT,2014-06-30,2014-07-22,0.55,0.6,-0.05,-8.3333,post-market
MSFT,2014-09-30,2014-10-23,0.65,0.54,0.11,20.3704,post-market
MSFT,2014-12-31,2015-01-26,0.77,0.74,0.03,4.0541,post-market
MSFT,2015-03-31,2015-04-23,0.62,0.53,0.09,16.9811,post-market
MSFT,2015-06-30,2015-07-21,0.62,0.57,0.05,8.7719,post-market
MSFT,2015-09-30,2015-10-22,0.67,0.59,0.08,13.5593,post-market
MSFT,2015-12-31,2016-01-28,0.78,0.71,0.07,9.8592,post-market
MSFT,2016-03-31,2016-04-21,0.62,0.64,-0.02,-3.125,post-market
MSFT,2016-06-30,2016-07-19,0.69,0.58,0.11,18.9655,post-market
MSFT,2016-09-30,2016-10-20,0.76,0.68,0.08,11.7647,post-market
MSFT,2016-12-31,2017-01-26,0.84,0.79,0.05,6.3291,post-market
MSFT,2017-03-31,2017-04-27,0.73,0.7,0.03,4.2857,post-market
MSFT,2017-06-30,2017-07-20,0.98,0.71,0.27,38.0282,post-market
MSFT,2017-09-30,2017-10-26,0.84,0.73,0.11,15.0685,post-market
MSFT,2017-12-31,2018-01-31,0.96,0.87,0.09,10.3448,post-market
MSFT,2018-03-31,2018-04-26,0.95,0.85,0.1,11.7647,post-market
MSFT,2018-06-30,2018-07-19,1.13,1.08,0.05,4.6296,post-market
MSFT,2018-09-30,2018-10-24,1.14,0.97,0.17,17.5258,post-market
MSFT,2018-12-31,2019-01-30,1.1,1.09,0.01,0.9174,post-market
MSFT,2019-03-31,2019-04-24,1.14,1,0.14,14,post-market
MSFT,2019-06-30,2019-07-18,1.37,1.21,0.16,13.2231,post-market
MSFT,2019-09-30,2019-10-23,1.38,1.24,0.14,11.2903,post-market
MSFT,2019-12-31,2020-01-29,1.51,1.32,0.19,14.3939,post-market
MSFT,2020-03-31,2020-04-29,1.4,1.27,0.13,10.2362,post-market
MSFT,2020-06-30,2020-07-22,1.46,1.37,0.09,6.5693,post-market
MSFT,2020-09-30,2020-10-27,1.82,1.55,0.27,17.4194,post-market
MSFT,2020-12-31,2021-01-26,2.03,1.64,0.39,23.7805,post-market
MSFT,2021-03-31,2021-04-27,1.95,1.78,0.17,9.5506,post-market
MSFT,2021-06-30,2021-07-27,2.17,1.93,0.24,12.4352,pre-market
MSFT,2021-09-30,2021-10-26,2.71,2.08,0.63,30.2885,post-market
MSFT,2021-12-31,2022-01-25,2.48,2.32,0.16,6.8966,post-market
MSFT,2022-03-31,2022-04-26,2.22,2.2,0.02,0.9091,post-market
MSFT,2022-06-30,2022-07-26,2.23,2.29,-0.06,-2.6201,pre-market
MSFT,2022-09-30,2022-10-25,2.35,2.31,0.04,1.7316,post-market
MSFT,2022-12-31,2023-01-24,2.2,2.32,-0.12,-5.1724,post-market
MSFT,2023-03-31,2023-04-25,2.45,2.23,0.22,9.8655,post-market
MSFT,2023-06-30,2023-07-25,2.69,2.55,0.14,5.4902,pre-market
MSFT,2023-09-30,2023-10-24,2.99,2.65,0.34,12.8302,post-market
MSFT,2023-12-31,2024-01-30,2.93,2.78,0.15,5.3957,post-market
MSFT,2024-03-31,2024-04-25,2.94,2.84,0.1,3.5211,post-market
MSFT,2024-06-30,2024-07-30,2.95,2.94,0.01,0.3401,post-market
MSFT,2024-09-30,2024-10-30,3.3,3.11,0.19,6.1093,post-market
MSFT,2024-12-31,2025-01-29,3.23,3.12,0.11,3.5256,post-market
MSFT,2025-03-31,2025-04-30,3.46,3.22,0.24,7.4534,post-market
MSFT,2025-06-30,2025-07-30,3.65,3.38,0.27,7.9882,post-market
MSFT,2025-09-30,2025-10-29,3.72,3.66,0.06,1.6393,post-market
MSFT,2025-12-31,2026-01-28,5.16,3.92,1.24,31.6327,post-market
MSFT,2026-03-31,2026-04-29,4.27,4.09,0.18,4.401,post-market
NFLX,2002-06-30,2002-07-24,-0.0939,None,0,None,post-market
NFLX,2002-09-30,2002-10-17,-0.0055,-0.01,0.0045,45,post-market
NFLX,2002-12-31,2003-01-15,-0.0117,-0.01,-0.0017,-17,post-market
NFLX,2003-03-31,2003-04-17,-0.0142,-0.01,-0.0042,-42,post-market
NFLX,2003-06-30,2003-07-17,0.01,0.01,0,0,post-market
NFLX,2003-09-30,2003-10-15,0.01,0.01,0,0,post-market
NFLX,2003-12-31,2004-01-21,0.01,0.01,0,0,post-market
NFLX,2004-03-31,2004-04-15,-0.0161,None,0,None,post-market
NFLX,2004-06-30,2004-07-15,0.02,0.02,0,0,post-market
NFLX,2004-09-30,2004-10-14,0.01,0.05,-0.04,-80,post-market
NFLX,2004-12-31,2005-01-24,0.02,0.01,0.01,100,post-market
NFLX,2005-03-31,2005-04-21,-0.01,-0.03,0.02,66.6667,post-market
NFLX,2005-06-30,2005-07-25,0.02,-0.01,0.03,300,post-market
NFLX,2005-09-30,2005-10-19,0.03,0.02,0.01,50,post-market
NFLX,2005-12-31,2006-01-24,0.01,0.02,-0.01,-50,post-market
NFLX,2006-03-31,2006-04-24,0.01,0.01,0,0,post-market
NFLX,2006-06-30,2006-07-24,0.04,0.03,0.01,33.3333,post-market
NFLX,2006-09-30,2006-10-23,0.03,0.02,0.01,50,post-market
NFLX,2006-12-31,2007-01-24,0.03,0.02,0.01,50,post-market
NFLX,2007-03-31,2007-04-18,0.02,0.03,-0.01,-33.3333,pre-market
NFLX,2007-06-30,2007-07-23,0.01,0.04,-0.03,-75,post-market
NFLX,2007-09-30,2007-10-22,0.04,0.02,0.02,100,post-market
NFLX,2007-12-31,2008-01-23,0.04,0.02,0.02,100,post-market
NFLX,2008-03-31,2008-04-21,0.03,0.03,0,0,post-market
NFLX,2008-06-30,2008-07-25,0.01,0.01,0,0,pre-market
NFLX,2008-09-30,2008-10-20,0.01,0.05,-0.04,-80,post-market
NFLX,2008-12-31,2009-01-26,0.01,0.01,0,0,post-market
NFLX,2009-03-31,2009-04-23,0.01,0.01,0,0,post-market
NFLX,2009-06-30,2009-07-23,0.01,0.01,0,0,post-market
NFLX,2009-09-30,2009-10-22,0.01,0.01,0,0,post-market
NFLX,2009-12-31,2010-01-27,0.01,0.01,0,0,post-market
NFLX,2010-03-31,2010-04-21,0.01,0.01,0,0,post-market
NFLX,2010-06-30,2010-07-21,0.01,0.01,0,0,post-market
NFLX,2010-09-30,2010-10-20,0.01,0.01,0,0,post-market
NFLX,2010-12-31,2011-01-26,0.01,0.01,0,0,post-market
NFLX,2011-03-31,2011-04-25,0.02,0.02,0,0,post-market
NFLX,2011-06-30,2011-07-25,0.02,0.02,0,0,post-market
NFLX,2011-09-30,2011-10-24,0.02,0.01,0.01,100,post-market
NFLX,2011-12-31,2012-01-25,0.01,0.01,0,0,post-market
NFLX,2012-03-31,2012-04-23,-0.01,-0.04,0.03,75,post-market
NFLX,2012-06-30,2012-07-24,0.02,0.01,0.01,100,post-market
NFLX,2012-09-30,2012-10-23,0.02,0.01,0.01,100,post-market
NFLX,2012-12-31,2013-01-23,0.02,-0.02,0.04,200,post-market
NFLX,2013-03-31,2013-04-22,0.04,0.03,0.01,33.3333,post-market
NFLX,2013-06-30,2013-07-22,0.01,0.01,0,0,post-market
NFLX,2013-09-30,2013-10-21,0.01,0.01,0,0,post-market
NFLX,2013-12-31,2014-01-22,0.01,0.01,0,0,post-market
NFLX,2014-03-31,2014-04-21,0.01,0.01,0,0,post-market
NFLX,2014-06-30,2014-07-21,0.02,0.02,0,0,post-market
NFLX,2014-09-30,2014-10-15,0.01,0.01,0,0,post-market
NFLX,2014-12-31,2015-01-20,0.02,0.01,0.01,100,post-market
NFLX,2015-03-31,2015-04-15,0.01,0.01,0,0,post-market
NFLX,2015-06-30,2015-07-15,0.01,0.04,-0.03,-75,post-market
NFLX,2015-09-30,2015-10-14,0.01,0.01,0,0,post-market
NFLX,2015-12-31,2016-01-19,0.01,0.02,-0.01,-50,post-market
NFLX,2016-03-31,2016-04-18,0.01,0.03,-0.02,-66.6667,post-market
NFLX,2016-06-30,2016-07-18,0.01,0.02,-0.01,-50,post-market
NFLX,2016-09-30,2016-10-17,0.01,0.01,0,0,post-market
NFLX,2016-12-31,2017-01-18,0.02,0.01,0.01,100,post-market
NFLX,2017-03-31,2017-04-17,0.04,0.04,0,0,post-market
NFLX,2017-06-30,2017-07-17,0.02,0.02,0,0,post-market
NFLX,2017-09-30,2017-10-16,0.03,0.03,0,0,post-market
NFLX,2017-12-31,2018-01-22,0.04,0.04,0,0,post-market
NFLX,2018-03-31,2018-04-16,0.06,0.06,0,0,post-market
NFLX,2018-06-30,2018-07-16,0.09,0.08,0.01,12.5,post-market
NFLX,2018-09-30,2018-10-16,0.09,0.07,0.02,28.5714,post-market
NFLX,2018-12-31,2019-01-17,0.03,0.02,0.01,50,post-market
NFLX,2019-03-31,2019-04-16,0.08,0.06,0.02,33.3333,post-market
NFLX,2019-06-30,2019-07-17,0.06,0.06,0,0,post-market
NFLX,2019-09-30,2019-10-16,0.15,0.1,0.05,50,post-market
NFLX,2019-12-31,2020-01-21,0.13,0.05,0.08,160,post-market
NFLX,2020-03-31,2020-04-21,0.16,0.16,0,0,post-market
NFLX,2020-06-30,2020-07-16,0.16,0.18,-0.02,-11.1111,post-market
NFLX,2020-09-30,2020-10-20,0.17,0.21,-0.04,-19.0476,post-market
NFLX,2020-12-31,2021-01-19,0.12,0.14,-0.02,-14.2857,post-market
NFLX,2021-03-31,2021-04-20,0.38,0.3,0.08,26.6667,post-market
NFLX,2021-06-30,2021-07-20,0.3,0.32,-0.02,-6.25,post-market
NFLX,2021-09-30,2021-10-19,0.32,0.26,0.06,23.0769,post-market
NFLX,2021-12-31,2022-01-20,0.13,0.08,0.05,62.5,post-market
NFLX,2022-03-31,2022-04-19,0.35,0.29,0.06,20.6897,post-market
NFLX,2022-06-30,2022-07-19,0.32,0.29,0.03,10.3448,post-market
NFLX,2022-09-30,2022-10-18,0.31,0.21,0.1,47.619,post-market
NFLX,2022-12-31,2023-01-19,0.01,0.05,-0.04,-80,post-market
NFLX,2023-03-31,2023-04-18,0.29,0.29,0,0,post-market
NFLX,2023-06-30,2023-07-19,0.33,0.29,0.04,13.7931,post-market
NFLX,2023-09-30,2023-10-18,0.37,0.35,0.02,5.7143,post-market
NFLX,2023-12-31,2024-01-23,0.21,0.22,-0.01,-4.5455,post-market
NFLX,2024-03-31,2024-04-18,0.52,0.45,0.07,15.5556,post-market
NFLX,2024-06-30,2024-07-18,0.49,0.47,0.02,4.2553,post-market
NFLX,2024-09-30,2024-10-17,0.54,0.51,0.03,5.8824,post-market
NFLX,2024-12-31,2025-01-21,0.43,0.42,0.01,2.381,post-market
NFLX,2025-03-31,2025-04-17,0.66,0.57,0.09,15.7895,post-market
NFLX,2025-06-30,2025-07-17,0.72,0.7,0.02,2.8571,post-market
NFLX,2025-09-30,2025-10-21,0.59,0.7,-0.11,-15.7143,post-market
NFLX,2025-12-31,2026-01-20,0.56,0.55,0.01,1.8182,post-market
NFLX,2026-03-31,2026-04-16,1.23,1.25,-0.02,-1.6,post-market
NFLX,2026-06-30,2026-07-16,0.8,0.79,0.01,1.2658,post-market
NVDA,1999-04-30,1999-05-18,0.002,0.001,0.001,100,pre-market
NVDA,1999-07-31,1999-08-18,0.002,0.002,0,0,pre-market
NVDA,1999-10-31,1999-11-18,0.001,0.002,-0.001,-50,pre-market
NVDA,2000-01-31,2000-02-15,0.001,0.001,0,0,pre-market
NVDA,2000-04-30,2000-05-16,0.001,0.001,0,0,pre-market
NVDA,2000-07-31,2000-08-21,0.001,0.001,0,0,pre-market
NVDA,2000-10-31,2000-11-09,0.001,0.001,0,0,pre-market
NVDA,2001-01-31,2001-02-15,0.001,0.002,-0.001,-50,pre-market
NVDA,2001-04-30,2001-05-22,0.002,0.002,0,0,pre-market
NVDA,2001-07-31,2001-08-14,0.002,0.002,0,0,pre-market
NVDA,2001-10-31,2001-11-08,0.002,0.002,0,0,pre-market
NVDA,2002-01-31,2002-02-14,0.004,0.003,0.001,33.3333,pre-market
NVDA,2002-04-30,2002-05-22,0.004,0.004,0,0,pre-market
NVDA,2002-07-31,2002-08-15,0.001,0.001,0,0,pre-market
NVDA,2002-10-31,2002-11-07,0.001,0.001,0,0,pre-market
NVDA,2003-01-31,2003-02-13,0.001,0.002,-0.001,-50,pre-market
NVDA,2003-04-30,2003-05-08,0.001,0.001,0,0,pre-market
NVDA,2003-07-31,2003-08-07,0.001,0.001,0,0,pre-market
NVDA,2003-10-31,2003-11-06,0.001,0.001,0,0,pre-market
NVDA,2004-01-31,2004-02-12,0.003,0.001,0.002,200,pre-market
NVDA,2004-04-30,2004-05-06,0.002,0.001,0.001,100,pre-market
NVDA,2004-07-31,2004-08-05,0.002,0.001,0.001,100,pre-market
NVDA,2004-10-31,2004-11-04,0.002,0.001,0.001,100,pre-market
NVDA,2005-01-31,2005-02-17,0.003,0.002,0.001,50,pre-market
NVDA,2005-04-30,2005-05-12,0.006,0.002,0.004,200,pre-market
NVDA,2005-07-31,2005-08-11,0.003,0.003,0,0,pre-market
NVDA,2005-10-31,2005-11-09,0.004,0.003,0.001,33.3333,pre-market
NVDA,2006-01-31,2006-02-16,0.004,0.004,0,0,pre-market
NVDA,2006-04-30,2006-05-11,0.005,0.005,0,0,pre-market
NVDA,2006-07-31,2006-08-10,0.0038,None,0,None,pre-market
NVDA,2006-10-31,2006-11-09,0.007,0.006,0.001,16.6667,pre-market
NVDA,2007-01-31,2007-02-13,0.009,0.007,0.002,28.5714,pre-market
NVDA,2007-04-30,2007-05-10,0.007,0.006,0.001,16.6667,pre-market
NVDA,2007-07-31,2007-08-09,0.009,0.007,0.002,28.5714,pre-market
NVDA,2007-10-31,2007-11-08,0.011,0.009,0.002,22.2222,pre-market
NVDA,2008-01-31,2008-02-13,0.012,0.012,0,0,pre-market
NVDA,2008-04-30,2008-05-08,0.009,0.01,-0.001,-10,pre-market
NVDA,2008-07-31,2008-08-12,0.003,0.003,0,0,pre-market
NVDA,2008-10-31,2008-11-06,0.005,0.003,0.002,66.6667,pre-market
NVDA,2009-01-31,2009-02-10,-0.004,-0.002,-0.002,-100,pre-market
NVDA,2009-04-30,2009-05-07,-0.002,-0.003,0.001,33.3333,pre-market
NVDA,2009-07-31,2009-08-06,0.002,-0.001,0.003,300,pre-market
NVDA,2009-10-31,2009-11-05,0.005,0.003,0.002,66.6667,pre-market
NVDA,2010-01-31,2010-02-17,0.006,0.005,0.001,20,pre-market
NVDA,2010-04-30,2010-05-13,0.006,0.005,0.001,20,pre-market
NVDA,2010-07-31,2010-08-12,0.001,0.003,-0.002,-66.6667,pre-market
NVDA,2010-10-31,2010-11-11,0.004,0.004,0,0,pre-market
NVDA,2011-01-31,2011-02-16,0.006,0.004,0.002,50,pre-market
NVDA,2011-04-30,2011-05-12,0.006,0.005,0.001,20,pre-market
NVDA,2011-07-31,2011-08-11,0.006,0.006,0,0,pre-market
NVDA,2011-10-31,2011-11-10,0.007,0.006,0.001,16.6667,pre-market
NVDA,2012-01-31,2012-02-15,0.005,0.005,0,0,pre-market
NVDA,2012-04-30,2012-05-11,0.003,0.002,0.001,50,pre-market
NVDA,2012-07-31,2012-08-09,0.006,0.004,0.002,50,pre-market
NVDA,2012-10-31,2012-11-08,0.008,0.007,0.001,14.2857,pre-market
NVDA,2013-01-31,2013-02-13,0.007,0.006,0.001,16.6667,pre-market
NVDA,2013-04-30,2013-05-09,0.0045,0.002,0.0025,125,pre-market
NVDA,2013-07-31,2013-08-08,0.004,0.003,0.001,33.3333,pre-market
NVDA,2013-10-31,2013-11-07,0.005,0.005,0,0,pre-market
NVDA,2014-01-31,2014-02-12,0.006,0.005,0.001,20,pre-market
NVDA,2014-04-30,2014-05-06,0.006,0.004,0.002,50,pre-market
NVDA,2014-07-31,2014-08-07,0.006,0.005,0.001,20,pre-market
NVDA,2014-10-31,2014-11-06,0.008,0.007,0.001,14.2857,post-market
NVDA,2015-01-31,2015-02-11,0.009,0.007,0.002,28.5714,post-market
NVDA,2015-04-30,2015-05-07,0.006,0.006,0,0,post-market
NVDA,2015-07-31,2015-08-06,0.004,0.003,0.001,33.3333,post-market
NVDA,2015-10-31,2015-11-05,0.011,0.006,0.005,83.3333,post-market
NVDA,2016-01-31,2016-02-17,0.009,0.008,0.001,12.5,post-market
NVDA,2016-04-30,2016-05-12,0.008,0.008,0,0,post-market
NVDA,2016-07-31,2016-08-11,0.01,0.009,0.001,11.1111,post-market
NVDA,2016-10-31,2016-11-10,0.021,0.014,0.007,50,post-market
NVDA,2017-01-31,2017-02-09,0.025,0.021,0.004,19.0476,post-market
NVDA,2017-04-30,2017-05-09,0.02,0.016,0.004,25,post-market
NVDA,2017-07-31,2017-08-10,0.023,0.017,0.006,35.2941,post-market
NVDA,2017-10-31,2017-11-09,0.033,0.024,0.009,37.5,post-market
NVDA,2018-01-31,2018-02-08,0.039,0.029,0.01,34.4828,post-market
NVDA,2018-04-30,2018-05-10,0.051,0.04,0.011,27.5,post-market
NVDA,2018-07-31,2018-08-16,0.049,0.044,0.005,11.3636,post-market
NVDA,2018-10-31,2018-11-15,0.046,0.047,-0.001,-2.1277,post-market
NVDA,2019-01-31,2019-02-14,0.02,0.019,0.001,5.2632,post-market
NVDA,2019-04-30,2019-05-16,0.022,0.02,0.002,10,post-market
NVDA,2019-07-31,2019-08-15,0.031,0.029,0.002,6.8966,post-market
NVDA,2019-10-31,2019-11-14,0.045,0.039,0.006,15.3846,post-market
NVDA,2020-01-31,2020-02-13,0.0473,0.05,-0.0027,-5.4,post-market
NVDA,2020-04-30,2020-05-21,0.045,0.042,0.003,7.1429,post-market
NVDA,2020-07-31,2020-08-19,0.055,0.049,0.006,12.2449,post-market
NVDA,2020-10-31,2020-11-18,0.073,0.064,0.009,14.0625,post-market
NVDA,2021-01-31,2021-02-24,0.0775,0.08,-0.0025,-3.125,post-market
NVDA,2021-04-30,2021-05-26,0.0915,0.0822,0.0093,11.3139,post-market
NVDA,2021-07-31,2021-08-18,0.104,0.102,0.002,1.9608,post-market
NVDA,2021-10-31,2021-11-17,0.117,0.111,0.006,5.4054,post-market
NVDA,2022-01-31,2022-02-16,0.132,0.123,0.009,7.3171,post-market
NVDA,2022-04-30,2022-05-25,0.136,0.13,0.006,4.6154,post-market
NVDA,2022-07-31,2022-08-24,0.051,0.0499,0.0011,2.2044,post-market
NVDA,2022-10-31,2022-11-16,0.058,0.071,-0.013,-18.3099,post-market
NVDA,2023-01-31,2023-02-22,0.088,0.081,0.007,8.642,post-market
NVDA,2023-04-30,2023-05-24,0.109,0.092,0.017,18.4783,post-market
NVDA,2023-07-31,2023-08-23,0.27,0.207,0.063,30.4348,post-market
NVDA,2023-10-31,2023-11-21,0.402,0.336,0.066,19.6429,post-market
NVDA,2024-01-31,2024-02-21,0.516,0.461,0.055,11.9306,post-market
NVDA,2024-04-30,2024-05-22,0.612,0.559,0.053,9.4812,post-market
NVDA,2024-07-31,2024-08-28,0.68,0.63,0.05,7.9365,post-market
NVDA,2024-10-31,2024-11-20,0.81,0.75,0.06,8,post-market
NVDA,2025-01-31,2025-02-26,0.89,0.85,0.04,4.7059,post-market
NVDA,2025-04-30,2025-05-28,0.81,0.75,0.06,8,post-market
NVDA,2025-07-31,2025-08-27,1.05,1.01,0.04,3.9604,post-market
NVDA,2025-10-31,2025-11-19,1.3,1.26,0.04,3.1746,post-market
NVDA,2026-01-31,2026-02-25,1.62,1.54,0.08,5.1948,post-market
NVDA,2026-04-30,2026-05-20,1.87,1.77,0.1,5.6497,post-market
TSLA,2010-06-30,2010-08-05,-0.0271,None,0,None,pre-market
TSLA,2010-09-30,2010-11-09,-0.03,-0.03,0,0,post-market
TSLA,2010-12-31,2011-02-15,-0.04,-0.03,-0.01,-33.3333,post-market
TSLA,2011-03-31,2011-05-04,-0.03,-0.03,0,0,post-market
TSLA,2011-06-30,2011-08-03,-0.04,-0.03,-0.01,-33.3333,post-market
TSLA,2011-09-30,2011-11-02,-0.04,-0.04,0,0,post-market
TSLA,2011-12-31,2012-02-15,-0.05,-0.04,-0.01,-25,post-market
TSLA,2012-03-31,2012-05-09,-0.05,-0.05,0,0,post-market
TSLA,2012-06-30,2012-07-25,-0.06,-0.06,0,0,post-market
TSLA,2012-09-30,2012-11-05,-0.06,-0.06,0,0,pre-market
TSLA,2012-12-31,2013-02-20,-0.04,-0.03,-0.01,-33.3333,post-market
TSLA,2013-03-31,2013-05-08,0.01,0.04,-0.03,-75,post-market
TSLA,2013-06-30,2013-08-07,0.01,-0.01,0.02,200,post-market
TSLA,2013-09-30,2013-11-05,0.01,0.01,0,0,post-market
TSLA,2013-12-31,2014-02-19,0.02,0.01,0.01,100,post-market
TSLA,2014-03-31,2014-05-07,0.01,0.1,-0.09,-90,post-market
TSLA,2014-06-30,2014-07-31,0.01,0.04,-0.03,-75,post-market
TSLA,2014-09-30,2014-11-05,0.02,-0.01,0.03,300,post-market
TSLA,2014-12-31,2015-02-11,-0.01,0.02,-0.03,-150,post-market
TSLA,2015-03-31,2015-05-06,-0.02,-0.03,0.01,33.3333,post-market
TSLA,2015-06-30,2015-08-05,-0.03,-0.04,0.01,25,post-market
TSLA,2015-09-30,2015-11-03,-0.04,-0.04,0,0,post-market
TSLA,2015-12-31,2016-02-10,-0.06,0.01,-0.07,-700,post-market
TSLA,2016-03-31,2016-05-04,-0.04,-0.04,0,0,post-market
TSLA,2016-06-30,2016-08-03,-0.07,-0.04,-0.03,-75,post-market
TSLA,2016-09-30,2016-10-26,0.05,-0.08,0.13,162.5,post-market
TSLA,2016-12-31,2017-02-22,-0.14,-0.21,0.07,33.3333,post-market
TSLA,2017-03-31,2017-05-03,-0.09,-0.05,-0.04,-80,post-market
TSLA,2017-06-30,2017-08-02,-0.09,-0.13,0.04,30.7692,post-market
TSLA,2017-09-30,2017-11-01,-0.19,-0.15,-0.04,-26.6667,post-market
TSLA,2017-12-31,2018-02-07,-0.2,-0.21,0.01,4.7619,post-market
TSLA,2018-03-31,2018-05-02,-0.22,-0.24,0.02,8.3333,post-market
TSLA,2018-06-30,2018-08-01,-0.2,-0.19,-0.01,-5.2632,post-market
TSLA,2018-09-30,2018-10-24,0.19,0.03,0.16,533.3333,post-market
TSLA,2018-12-31,2019-01-30,0.13,0.14,-0.01,-7.1429,post-market
TSLA,2019-03-31,2019-04-24,-0.19,-0.06,-0.13,-216.6667,post-market
TSLA,2019-06-30,2019-07-24,-0.07,-0.03,-0.04,-133.3333,post-market
TSLA,2019-09-30,2019-10-23,0.12,-0.02,0.14,700,post-market
TSLA,2019-12-31,2020-01-29,0.14,0.12,0.02,16.6667,post-market
TSLA,2020-03-31,2020-04-29,0.08,-0.01,0.09,900,post-market
TSLA,2020-06-30,2020-07-22,0.15,-0.01,0.16,1600,post-market
TSLA,2020-09-30,2020-10-21,0.25,0.2,0.05,25,post-market
TSLA,2020-12-31,2021-01-27,0.27,0.35,-0.08,-22.8571,post-market
TSLA,2021-03-31,2021-04-26,0.31,0.26,0.05,19.2308,post-market
TSLA,2021-06-30,2021-07-26,0.48,0.32,0.16,50,post-market
TSLA,2021-09-30,2021-10-20,0.62,0.54,0.08,14.8148,post-market
TSLA,2021-12-31,2022-01-26,0.85,0.79,0.06,7.5949,post-market
TSLA,2022-03-31,2022-04-20,1.07,0.75,0.32,42.6667,post-market
TSLA,2022-06-30,2022-07-20,0.76,0.6,0.16,26.6667,post-market
TSLA,2022-09-30,2022-10-19,1.05,1,0.05,5,post-market
TSLA,2022-12-31,2023-01-25,1.19,1.11,0.08,7.2072,post-market
TSLA,2023-03-31,2023-04-19,0.85,0.85,0,0,post-market
TSLA,2023-06-30,2023-07-19,0.91,0.82,0.09,10.9756,post-market
TSLA,2023-09-30,2023-10-18,0.66,0.73,-0.07,-9.589,post-market
TSLA,2023-12-31,2024-01-24,0.71,0.74,-0.03,-4.0541,post-market
TSLA,2024-03-31,2024-04-23,0.45,0.51,-0.06,-11.7647,post-market
TSLA,2024-06-30,2024-07-23,0.52,0.56,-0.04,-7.1429,post-market
TSLA,2024-09-30,2024-10-23,0.72,0.6,0.12,20,post-market
TSLA,2024-12-31,2025-01-29,0.73,0.76,-0.03,-3.9474,post-market
TSLA,2025-03-31,2025-04-22,0.27,0.41,-0.14,-34.1463,post-market
TSLA,2025-06-30,2025-07-23,0.4,0.4,0,0,post-market
TSLA,2025-09-30,2025-10-22,0.5,0.56,-0.06,-10.7143,post-market
TSLA,2025-12-31,2026-01-28,0.5,0.45,0.05,11.1111,post-market
TSLA,2026-03-31,2026-04-22,0.41,0.35,0.06,17.1429,post-market
TSLA,2026-06-30,2026-07-22,0.04,0.32,-0.28,-87.5,post-market
UNH,1996-03-31,1996-05-07,0.08,0.08,0,0,pre-market
UNH,1996-06-30,1996-08-08,0.05,0.05,0,0,pre-market
UNH,1996-09-30,1996-11-07,0.06,0.06,0,0,pre-market
UNH,1996-12-31,1997-02-13,0.06,0.06,0,0,pre-market
UNH,1997-03-31,1997-05-08,0.07,0.07,0,0,pre-market
UNH,1997-06-30,1997-08-07,0.07,0.07,0,0,pre-market
UNH,1997-09-30,1997-11-06,0.07,0.07,0,0,pre-market
UNH,1997-12-31,1998-02-12,0.07,0.07,0,0,pre-market
UNH,1998-03-31,1998-05-07,0.08,0.08,0,0,pre-market
UNH,1998-06-30,1998-08-06,0.08,0.08,0,0,pre-market
UNH,1998-09-30,1998-11-05,0.08,0.08,0,0,pre-market
UNH,1998-12-31,1999-02-18,0.08,0.08,0,0,pre-market
UNH,1999-03-31,1999-05-06,0.09,0.09,0,0,pre-market
UNH,1999-06-30,1999-08-05,0.1,0.09,0.01,11.1111,pre-market
UNH,1999-09-30,1999-11-03,0.1,0.1,0,0,pre-market
UNH,1999-12-31,2000-02-10,0.11,0.1,0.01,10,pre-market
UNH,2000-03-31,2000-05-04,0.12,0.11,0.01,9.0909,pre-market
UNH,2000-06-30,2000-08-04,0.13,0.12,0.01,8.3333,pre-market
UNH,2000-09-30,2000-10-27,0.14,0.13,0.01,7.6923,pre-market
